age,allowedregion,contact,degree,education,educationtype,examtype,experience,gradebenifit,introduction,level,major,others,party,position,race,recruit,region,sex,site,specialposition,system,workplace
35周岁以下,本省,,不限,大专及以上,不限,A类,不限,否,行政执法类；在乡镇一线执法，需夜间值班。,县级,不限,杨女士0595-86373512,不限,01 罗东国土资源管理所科员,不限,2,泉州,不限,南安市,是,参照管理事业单位,32871 南安市国土资源局基层国土所
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线执法、夜班值勤,市级,法学类,林女士0595-22157607,不限,01 监察科科员,不限,1,泉州,男,泉州市,否,参照管理事业单位,33518 泉州市劳动保障监察支队
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线执法、夜班值勤,市级,法学类,林女士0595-22157607,不限,02 监察科科员,不限,1,泉州,女,泉州市,否,参照管理事业单位,33518 泉州市劳动保障监察支队
35周岁以下,本省,林女士0595-23260317,不限,本科及以上,不限,A类,不限,否,从事基层一线工作,县级,机械类,最低服务年限五年,不限,01 农机监理科员,不限,1,泉州,不限,安溪县,否,参照管理事业单位,32938 安溪县农业机械监理站
35周岁以下,本省,林女士0595-23260317,不限,本科及以上,不限,A类,不限,否,从事基层一线工作,县级,法学类,最低服务年限五年,不限,01 法制稽查科员,不限,1,泉州,不限,安溪县,否,参照管理事业单位,32945 安溪县流动人口计划生育管理站
35周岁以下,本省,林女士0595-23260317,不限,本科及以上,不限,A类,不限,否,从事医疗设备管理与操作工作，基层一线工作,县级,医学检验，医学技术，医学检验技术，医学影像技术，医疗仪器维修技术，放射治疗技术，医学影像学，放射医学,最低服务年限五年,不限,02 科员,不限,1,泉州,不限,安溪县,否,参照管理事业单位,32945 安溪县流动人口计划生育管理站
35周岁以下,本省,林女士0595-23260317,不限,本科及以上,不限,A类,不限,否,从事农业区划工作,县级,环境生态类、农业经济管理类、地理科学类、旅游餐饮类、中国语言文学类,最低服务年限五年,不限,01 管理科员,不限,1,泉州,不限,安溪县,否,参照管理事业单位,32966 安溪县农业区划委员会办公室
35周岁以下,本省,林女士0595-23260317,不限,本科及以上,不限,A类,不限,否,蓝田国土资源所、大坪国土资源所、桃舟国土资源所、祥华国土资源所；从事综合管理工作,县级,公共管理类、法学类、地矿类、土建类、测绘类、森林资源类、地理科学类、环境生态类、管理科学与工程类,该职位为归并职位，由进入考察的考生按综合成绩高低依次选择职位；最低服务年限五年。,不限,01 综合科员,不限,4,泉州,不限,安溪县,否,参照管理事业单位,32971 安溪县国土资源局基层国土所
35周岁以下,本省,郑先生0595-23878652,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事财会工作,县级,会计与审计类,最低服务年限五年,不限,01 财审股科员,不限,1,泉州,不限,永春县,否,参照管理事业单位,33001 永春县供销合作社联合社
35周岁以下,本省,郑先生0595-23878652,学士或以上学位,本科及以上,不限,A类,不限,否,从事法律咨询工作,县级,法学类,最低服务年限五年,不限,01 综合科员,不限,1,泉州,不限,永春县,否,参照管理事业单位,33014 永春县法律援助中心
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事综合文字工作,市级,中国语言文学类,林女士0595-22157607,不限,01 办公室科员,不限,1,泉州,不限,泉州市,否,参照管理事业单位,33519 泉州市社会劳动保险管理中心
35周岁以下,本省,,学士或以上学位,本科及以上,不限,B类,不限,否,从事信息系统管理工作,市级,计算机软件类,林女士0595-22157607,不限,02 信息技术统计科科员,不限,1,泉州,男,泉州市,否,参照管理事业单位,33519 泉州市社会劳动保险管理中心
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事审计稽核工作,市级,会计与审计类,林女士0595-22157607,不限,03 审计稽核科科员,不限,1,泉州,不限,泉州市,否,参照管理事业单位,33519 泉州市社会劳动保险管理中心
35周岁以下,本省,,学士或以上学位,本科及以上,不限,B类,不限,否,从事畜禽屠宰监督执法工作，夜间执勤,市级,动物医学类,费先生0595-22375685,不限,01 畜禽屠宰管理科员,不限,1,泉州,不限,泉州市,否,参照管理事业单位,33534 泉州市动物卫生监督所
35周岁以下,本省,郑先生0595-23878652,不限,大专及以上,不限,A类,不限,否,从事机关党务及综合文字工作,县级,不限,最低服务年限五年,不限,01 综合科员,不限,1,泉州,不限,永春县,是,参照管理事业单位,33037 永春县农业机械管理站
35周岁以下,本省,郑先生0595-23878652,学士或以上学位,本科及以上,不限,A类,不限,否,从事综合文字、统计调查工作,县级,中国语言文学类、统计学类,最低服务年限五年,不限,01 综合科员,不限,1,泉州,不限,永春县,否,参照管理事业单位,33046 永春县普查中心
35周岁以下,本省,郑先生0595-23878652,不限,大专及以上,不限,B类,不限,否,行政执法类，基层一线执法,县级,不限,最低服务年限五年,不限,01 执法科员,不限,1,泉州,不限,永春县,是,参照管理事业单位,33051 永春县安全生产监察大队
35周岁以下,全国,,学士或以上学位,本科及以上,不限,B类,不限,否,基层一线执法，须登船工作,市级,船舶工程技术、轮机工程、船舶制造与维修、船舶与海洋工程、船舶与海洋结构物设计制造、船机制造与维修、轮机工程技术,陈女士0595-22281325,不限,01 直属一大队科员,不限,1,泉州,男,泉州市,否,参照管理事业单位,33540 泉州市海洋与渔业执法支队
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线执法，水上作业,市级,法学类,陈女士0595-22281325,不限,02 直属船艇大队科员,不限,1,泉州,男,泉州市,否,参照管理事业单位,33540 泉州市海洋与渔业执法支队
35周岁以下,全国,,学士或以上学位,本科及以上,不限,B类,不限,否,从事海事调查处理工作,市级,捕捞学、海洋捕捞技术、航海技术、海事管理、国际航运业务管理、轮机工程,陈女士0595-22281325,不限,03 指挥中心科员,不限,1,泉州,不限,泉州市,否,参照管理事业单位,33540 泉州市海洋与渔业执法支队
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事卫生计生执法工作,市级,预防医学类、临床医学类,施先生0595-28066280,不限,01 驻开发区办事处科员,不限,1,泉州,不限,泉州市,否,参照管理事业单位,33542 泉州市卫生计生执法支队
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事国际海运及辅助业务监督检查工作,市级,水运管理、国际航运业务管理、航海技术、海事管理,郭女士0592-5095752,不限,01 国际航运管理科科员,不限,1,厦门,不限,厦门市,否,参照管理事业单位,34405 厦门港水路运输管理处
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事计算机网络工程与管理、网络安全、数据管理工作,市级,计算机网络技术类,郭女士0592-5095752,不限,01 招生科科员,不限,1,厦门,不限,厦门市,否,参照管理事业单位,34406 厦门市招生考试委员会办公室
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事财务管理工作,县级,财政金融类、会计与审计类,曾女士0596-2030355,不限,01 基层科员,不限,1,漳州,不限,芗城区,否,参照管理事业单位,34512 漳州市芗城区财政局国库支付中心
35周岁以下,全国,,硕士或以上学位,研究生及以上,不限,A类,不限,否,从事环境执法和应急工作,市级,法学类,骆先生0595-22566816,不限,01 执法科员,不限,1,泉州,不限,泉州市,否,参照管理事业单位,33544 泉州市环境监察支队
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事财务核算与管理、税务事务及固定资产管理等工作,市级,会计与审计类、财政金融类,骆先生0595-22566816,不限,02 综合科员,不限,1,泉州,不限,泉州市,否,参照管理事业单位,33544 泉州市环境监察支队
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事财务管理工作,县级,会计与审计类,曾女士0596-2030355,不限,01 基层科员,不限,1,漳州,不限,芗城区,否,参照管理事业单位,34517 漳州市芗城区运输管理所
35周岁以下,本省,,不限,本科及以上,不限,B类,不限,否,基层一线执法,县级,土建类,曾女士0596-2030355,不限,01 一大队科员,不限,2,漳州,男,芗城区,否,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,本省,,不限,本科及以上,不限,B类,不限,否,基层一线执法,县级,土建类,曾女士0596-2030355,不限,02 一大队科员,不限,1,漳州,不限,芗城区,否,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,本省,,不限,本科及以上,不限,B类,不限,否,基层一线执法,县级,环境生态类,曾女士0596-2030355,不限,03 一大队科员,不限,1,漳州,男,芗城区,否,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,专业技术类，从事核算组会计审核,县级,会计与审计类,郭女士0592-5095752,不限,01 科员,不限,1,厦门,不限,同安区,否,参照管理事业单位,34301 厦门市同安区财政国库集中支付中心
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事农业机械综合管理工作,市级,农业工程类,郭女士0592-5095752,不限,01 农机管理科科员,不限,1,厦门,不限,厦门市,否,参照管理事业单位,34401 厦门市农业行政综合执法支队
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事住房租赁市场日常管理与服务等工作,市级,公共管理类、工商管理类、管理科学与工程类,郭女士0592-5095752,不限,01 租赁管理科科员,不限,1,厦门,男,厦门市,否,参照管理事业单位,34402 厦门市房屋管理中心
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事住房租赁市场日常管理与服务等工作,市级,公共管理类、工商管理类、管理科学与工程类,郭女士0592-5095752,不限,02 租赁管理科科员,不限,1,厦门,女,厦门市,否,参照管理事业单位,34402 厦门市房屋管理中心
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事房屋管理宣传及统筹协调等工作,市级,不限,郭女士0592-5095752,不限,03 综合科科员,不限,1,厦门,不限,厦门市,是,参照管理事业单位,34402 厦门市房屋管理中心
35周岁以下,本省,,不限,本科及以上,不限,B类,不限,否,基层一线执法,县级,环境生态类,曾女士0596-2030355,不限,04 一大队科员,不限,1,漳州,不限,芗城区,否,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,本省,,不限,本科及以上,不限,A类,不限,否,基层一线执法,县级,法学类,曾女士0596-2030355,不限,05 二大队科员,不限,2,漳州,男,芗城区,否,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,本省,,不限,本科及以上,不限,A类,不限,否,基层一线执法,县级,法学大类,曾女士0596-2030355,不限,06 二大队科员,不限,1,漳州,不限,芗城区,是,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事轨道运营管理工作，需要在基层一线从事轨道交通运输管理，24小时备勤,市级,城市轨道运输类、公路运输类、铁道运输类、交通运输综合管理类,郭女士0592-5095752,不限,01 轨道运营综合管理科科员,不限,1,厦门,男,厦门市,否,参照管理事业单位,34403 厦门市道路运输管理处
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事轨道运营管理工作，需要在基层一线从事轨道交通运输管理，24小时备勤,市级,城市轨道运输类、公路运输类、铁道运输类、交通运输综合管理类,郭女士0592-5095752,不限,02 轨道运营综合管理科科员,不限,1,厦门,女,厦门市,否,参照管理事业单位,34403 厦门市道路运输管理处
35周岁以下,全国,,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事港航行政执法、执法案卷管理及综合文字处理工作，需能适应海上工作环境,市级,法学类,郭女士0592-5095752,不限,01 办公室科员,不限,1,厦门,不限,厦门市,否,参照管理事业单位,34404 厦门港航道管理站
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事统计调查工作,县级,统计学类、会计与审计类,郑俊惠0596-3221096,不限,01 基层科员,不限,1,漳州,不限,漳浦县,否,参照管理事业单位,34837 漳浦县统计局普查中心
35周岁以下,本省,林玉华 0596-8513096,学士或以上学位,本科及以上,不限,A类,不限,是,从事财务管理工作,县级,会计与审计类、财政金融类,最低服务年限5年,不限,01 基层科员,不限,1,漳州,不限,云霄县,否,参照管理事业单位,34912 云霄县财政局国库支付中心
35周岁以下,本省,林玉华 0596-8513096,学士或以上学位,本科及以上,不限,A类,不限,是,从事信息管理工作,县级,计算机科学与技术类、中国语言文学类、会计与审计类,最低服务年限5年,不限,01 基层科员,不限,1,漳州,不限,云霄县,否,参照管理事业单位,34913 云霄县劳动就业管理中心
35周岁以下,本省,林玉华 0596-8513096,不限,大专及以上,不限,A类,不限,是,从事综合业务工作 ,县级,不限,最低服务年限5年,不限,02 基层科员,不限,1,漳州,不限,云霄县,是,参照管理事业单位,34913 云霄县劳动就业管理中心
35周岁以下,本省,林玉华 0596-8513096,学士或以上学位,本科及以上,不限,A类,不限,是,基层一线执法,县级,法学类、森林资源类,最低服务年限5年,不限,01 和平国土资源所科员,不限,1,漳州,不限,云霄县,否,参照管理事业单位,34914 云霄县国土资源局基层国土所
35周岁以下,本省,郭科长0593-6330020,不限,大专及以上,不限,A类,不限,否,主要从事离退休干部党工委工作,县级,不限,应在录用时的单位工作满3年,不限,02 科员,不限,1,宁德,不限,福安市,是,参照管理事业单位,29411 福安市离、退休干部活动中心
35周岁以下,本省,王科长0593-7860016,不限,本科及以上,不限,A类,不限,否,主要从事计算机软件开发及网络维护工作,县级,计算机科学与技术类、计算机网络技术类,应在录用时的单位工作满3年,不限,01 信息技术股科员,不限,1,宁德,不限,福鼎市,否,参照管理事业单位,29643 福鼎市农村社会服务联动中心
35周岁以下,本省,王科长0593-7860016,不限,本科及以上,不限,A类,不限,否,主要从事综合文字工作,县级,中国语言文学类、新闻传播学类,应在录用时的单位工作满3年,不限,02 综合股科员,不限,1,宁德,不限,福鼎市,否,参照管理事业单位,29643 福鼎市农村社会服务联动中心
35周岁以下,本省,,不限,本科及以上,不限,A类,不限,否,从事综合文字工作,县级,中国语言文学类、哲学类、新闻传播学类,曾女士0596-2030355,不限,07 二大队科员,不限,2,漳州,不限,芗城区,否,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,本省,,不限,本科及以上,不限,A类,不限,否,从事财务管理工作,县级,会计与审计类,曾女士0596-2030355,不限,08 二大队科员,不限,1,漳州,不限,芗城区,否,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,本省,,不限,大专及以上,不限,A类,不限,否,基层一线执法,县级,不限,曾女士0596-2030355,不限,09 二大队科员,不限,1,漳州,不限,芗城区,是,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,本省,林玉华 0596-8513096,不限,大专及以上,不限,A类,不限,是,基层一线执法,县级,不限,最低服务年限5年,不限,02 马铺国土资源所科员,不限,1,漳州,不限,云霄县,是,参照管理事业单位,34914 云霄县国土资源局基层国土所
35周岁以下,本省,林玉华 0596-8513096,学士或以上学位,本科及以上,不限,A类,不限,是,从事水上运输执法工作,县级,水产类、动物生产类、水上运输类、食品科学与工程类、法学类、海洋科学类、环境生态类,最低服务年限5年,不限,01 基层科员,不限,2,漳州,不限,云霄县,否,参照管理事业单位,34921 云霄县海洋与渔业执法大队
35周岁以下,本省,林玉华 0596-8513096,学士或以上学位,本科及以上,不限,A类,不限,是,基层一线执法 ,县级,法学类、临床医学类、生物科学类,最低服务年限5年,不限,01 基层科员,不限,1,漳州,不限,云霄县,否,参照管理事业单位,34923 云霄县卫生局卫生监督所
35周岁以下,本省,林玉华 0596-8513096,学士或以上学位,本科及以上,不限,A类,不限,是,从事流动人口管理工作,县级,法学类、卫生管理类,最低服务年限5年,不限,01 基层科员,不限,1,漳州,不限,云霄县,否,参照管理事业单位,34924 云霄县流动人口计划生育管理站
35周岁以下,本省,董先生0593-8868708,不限,大专及以上,不限,A类,不限,是,主要从事日常管理及综合文字工作,县级,不限,"最低服务年限五年,应在录用时的单位工作满3年",不限,01 办公室科员,不限,1,宁德,不限,霞浦县,是,参照管理人民团体和群众团体,29721 霞浦县科学技术协会
35周岁以下,本省,董先生0593-8868708,学士或以上学位,本科及以上,不限,A类,不限,是,主要从事日常管理及综合文字工作,县级,中国语言文学类、公共管理类,"最低服务年限五年,应在录用时的单位工作满3年",不限,01 办公室科员,不限,1,宁德,不限,霞浦县,否,参照管理事业单位,29730 中共霞浦县委党校
35周岁以下,本省,董先生0593-8868708,学士或以上学位,本科及以上,不限,A类,不限,是,主要从事财务管理及综合文字工作,县级,中国语言文学类、会计与审计类,"最低服务年限五年,应在录用时的单位工作满3年",不限,01 办公室科员,不限,1,宁德,不限,霞浦县,否,参照管理人民团体和群众团体,29735 霞浦县红十字会
35周岁以下,本省,,不限,大专及以上,不限,A类,不限,否,基层一线执法,县级,不限,曾女士0596-2030355,不限,10 二大队科员,不限,1,漳州,不限,芗城区,是,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,本省,,不限,本科及以上,不限,B类,不限,否,基层一线执法,县级,计算机科学与技术类、电气自动化类,曾女士0596-2030355,不限,11 二大队科员,不限,1,漳州,男,芗城区,否,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,本省,,不限,本科及以上,不限,B类,不限,否,基层一线执法,县级,土建类,曾女士0596-2030355,不限,12 二大队科员,不限,1,漳州,男,芗城区,否,参照管理事业单位,34522 漳州市芗城区城市管理行政执法局直属执法大队
35周岁以下,本省,林玉华 0596-8513096,不限,本科及以上,不限,A类,不限,是,从事统计调查工作,县级,中国语言文学类、统计学类、法学类,最低服务年限5年,不限,01 基层科员,不限,1,漳州,不限,云霄县,否,参照管理事业单位,34937 云霄县农村社会经济调查队
35周岁以下,本省,董先生0593-8868708,学士或以上学位,本科及以上,不限,A类,不限,是,主要从事日常管理及文字综合工作,县级,中国语言文学类、公共管理类,"最低服务年限五年,应在录用时的单位工作满3年",不限,01 办公室科员,不限,1,宁德,不限,霞浦县,否,参照管理人民团体和群众团体,29742 霞浦县中华职业教育社
35周岁以下,本省,李主任0593-2883919,学士或以上学位,本科及以上,不限,A类,不限,否,应急保障24小时值班,市级,不限,"要求应急保障24小时值班,应在录用时的单位工作满3年",中共党员,01 科员,不限,1,宁德,男,宁德市,否,参照管理事业单位,29802 中共宁德市委总值班室
35周岁以下,本省,李主任0593-2883919,学士或以上学位,本科及以上,不限,A类,不限,否,技术保障24小时值班,市级,不限,计算机四级证书，应在录用时的单位工作满3年,不限,01 科员,不限,1,宁德,不限,宁德市,否,参照管理事业单位,29803 宁德市保密检测中心
35周岁以下,本省,李主任0593-2883919,学士或以上学位,本科及以上,不限,A类,不限,否,主要从事办公室文秘工作,市级,不限,应在录用时的单位工作满3年,不限,01 办公室科员,不限,1,宁德,不限,宁德市,否,参照管理事业单位,29810 宁德市老年大学
30周岁以下,全国,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类加考公安,不限,否,行政执法类，从事基层一线执法、夜班值勤,市级,法学类,符合人民警察录用条件；符合体检特殊标准（单侧裸眼视力低于4.8，不合格）。,不限,01 思明分局嘉莲派出所执法岗位科员,不限,1,厦门,男,厦门市,否,公安系统,14407 厦门市公安局
30周岁以下,全国,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事新闻宣传工作、夜班值勤,市级,新闻传播学类,符合人民警察录用条件；符合体检特殊标准（单侧裸眼视力低于4.8，不合格）。,不限,02 思明分局政治处新闻宣传岗位科员,不限,1,厦门,不限,厦门市,否,公安系统,14407 厦门市公安局
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线执法,县级,卫生管理类、基础医学类、预防医学类,曾女士0596-2030355,不限,01 卫生监督员,不限,1,漳州,不限,芗城区,否,参照管理事业单位,34523 漳州市芗城区卫生监督所
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事财务管理工作 ,县级,会计与审计类,何婧0596-6560459,不限,01 基层科员,不限,1,漳州,不限,龙海市,否,参照管理事业单位,34713 龙海市社会劳动保险管理中心
35周岁以下,本省,,不限,本科及以上,不限,A类,不限,否,从事安全生产执法工作,县级,环境安全技术类,何婧0596-6560459,不限,01 基层科员,不限,1,漳州,不限,龙海市,否,参照管理事业单位,34736 龙海市安全生产执法大队
35周岁以下,本省,,不限,本科及以上,不限,A类,不限,否,从事综合文字工作,县级,中国语言文学类,何婧0596-6560459,不限,01 基层科员,不限,1,漳州,不限,龙海市,否,参照管理事业单位,34755 龙海市地方志编纂委员会
35周岁以下,本省,李燕红0596-6093319,不限,大专及以上,不限,B类,不限,是,从事水上运输执法工作,县级,水上运输类,最低服务年限5年,不限,01 基层科员,不限,1,漳州,不限,诏安县,否,参照管理事业单位,35021 诏安县海洋与渔业执法大队
35周岁以下,本省,李燕红0596-6093319,学士或以上学位,本科及以上,不限,B类,不限,是,从事卫生管理工作,县级,预防医学类、临床医学类,最低服务年限5年,不限,01 基层科员,不限,1,漳州,不限,诏安县,否,参照管理事业单位,35023 诏安县卫生局卫生监督所
30周岁以下,全国,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类加考公安,不限,否,行政执法类，从事基层一线执法、夜班值勤,市级,体育学类,符合人民警察录用条件；符合体检特殊标准（单侧裸眼视力低于4.8，不合格）。,不限,03 湖里分局江头派出所执法岗位科员,不限,1,厦门,男,厦门市,否,公安系统,14407 厦门市公安局
30周岁以下,全国,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类加考公安,不限,否,行政执法类，从事基层一线执法、夜班值勤,市级,法学类,符合人民警察录用条件；符合体检特殊标准（单侧裸眼视力低于4.8，不合格）。,不限,04 海沧分局新阳派出所执法岗位科员,不限,1,厦门,男,厦门市,否,公安系统,14407 厦门市公安局
30周岁以下,全国,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类加考公安,不限,否,行政执法类，从事基层一线执法、夜班值勤,市级,体育学类,符合人民警察录用条件；符合体检特殊标准（单侧裸眼视力低于4.8，不合格）。,不限,05 海沧分局海沧派出所执法岗位科员,不限,1,厦门,男,厦门市,否,公安系统,14407 厦门市公安局
35周岁以下,本省,李燕红0596-6093319,不限,大专及以上,不限,B类,不限,是,基层一线执法、夜间执勤  ,县级,地矿类、化工与制药类,最低服务年限5年,不限,01 基层科员,不限,1,漳州,不限,诏安县,否,参照管理事业单位,35036 诏安县安全生产执法大队
35周岁以下,本省,陈树福0596-5213318,学士或以上学位,本科及以上,不限,A类,不限,是,从事综合文字工作,县级,中国语言文学类,最低服务年限5年,不限,01 办公室科员,不限,1,漳州,男,平和县,否,参照管理事业单位,35301 平和县机关效能建设工作领导小组办公室
35周岁以下,本省,陈树福0596-5213318,学士或以上学位,本科及以上,不限,A类,不限,是,从事综合文字工作,县级,中国语言文学类,最低服务年限5年,不限,02 办公室科员,不限,1,漳州,女,平和县,否,参照管理事业单位,35301 平和县机关效能建设工作领导小组办公室
35周岁以下,本省,,学士或以上学位,本科及以上,不限,B类,不限,否,从事机房管理工作,市级,计算机网络技术类、计算机硬件技术类,陈红英0596-2021620,不限,01 技术部科员,不限,1,漳州,不限,漳州市,否,参照管理事业单位,35603 漳州市数字漳州建设办公室
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事社会救助工作,市级,社会学类,张霞0596-2037073,不限,01 基层科员,不限,1,漳州,不限,漳州市,否,参照管理事业单位,35610 漳州市救助管理站
30周岁以下,全国,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类加考公安,不限,否,行政执法类，从事基层一线执法、夜班值勤,市级,法学类,符合人民警察录用条件；符合体检特殊标准（单侧裸眼视力低于4.8，不合格）。,不限,06 集美分局灌口派出所执法岗位科员,不限,1,厦门,男,厦门市,否,公安系统,14407 厦门市公安局
30周岁以下,全国,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类加考公安,不限,否,行政执法类，从事基层一线执法、夜班值勤,市级,法学类,符合人民警察录用条件；符合体检特殊标准（单侧裸眼视力低于4.8，不合格）。,不限,07 同安分局西柯派出所执法岗位科员,不限,1,厦门,男,厦门市,否,公安系统,14407 厦门市公安局
30周岁以下,全国,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类加考公安,不限,否,行政执法类，从事基层一线执法、夜班值勤,市级,体育学类,符合人民警察录用条件；符合体检特殊标准（单侧裸眼视力低于4.8，不合格）。,不限,08 翔安分局新店派出所执法岗位科员,不限,1,厦门,男,厦门市,否,公安系统,14407 厦门市公安局
35周岁以下,本设区市,陈树福0596-5213318,学士或以上学位,本科及以上,不限,B类,不限,是,需地灾点巡查，夜班执勤，野外作业,县级,地矿类、测绘类,最低服务年限5年,不限,01 小溪国土资源所科员,不限,1,漳州,不限,平和县,否,参照管理事业单位,35314 平和县国土资源局基层国土所
35周岁以下,本设区市,陈树福0596-5213318,不限,大专及以上,不限,B类,不限,是,需地灾点巡查，夜班执勤，野外作业,县级,不限,最低服务年限5年,不限,02 霞寨国土资源所科员,不限,1,漳州,不限,平和县,是,参照管理事业单位,35314 平和县国土资源局基层国土所
35周岁以下,本省,陈树福0596-5213318,学士或以上学位,本科及以上,不限,A类,不限,是,需地灾点巡查，夜班执勤，野外作业,县级,土建类、法学类,最低服务年限5年,不限,01 基层科员,不限,1,漳州,不限,平和县,否,参照管理事业单位,35315 平和县国土资源监察大队
35周岁以下,本省,陈树福0596-5213318,学士或以上学位,本科及以上,不限,A类,不限,是,从事综合文字工作,县级,中国语言文学类,最低服务年限5年,不限,01 办公室科员,不限,1,漳州,不限,平和县,否,参照管理事业单位,35358 平和县供销合作社联合社
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事财务管理工作,市级,财政金融类、会计与审计类,方灿彬0596-2056913,不限,01 科员,不限,1,漳州,男,漳州市,否,参照管理事业单位,35612 漳州市财政国库支付中心
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,从事财务管理工作,市级,财政金融类、会计与审计类,方灿彬0596-2056913,不限,02 科员,不限,1,漳州,女,漳州市,否,参照管理事业单位,35612 漳州市财政国库支付中心
35周岁以下,本省,,学士或以上学位,本科及以上,不限,B类,不限,否,从事社保基金核算工作,市级,会计与审计类,杨雪玲0596-2023779,不限,01 财务科科员,不限,1,漳州,不限,漳州市,否,参照管理事业单位,35613 漳州市社会劳动保险管理中心
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线执法、夜班执勤,市级,法学类,张伟明0596-7085216,不限,01 天宝国土资源所科员,不限,1,漳州,不限,漳州市,否,参照管理事业单位,35614 漳州市国土资源局芗城分局基层国土所
30周岁以下,本省,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类,两年基层工作经历,否,专业技术类，从事机要工作、夜班值勤,市级,面向北京电子科技学院各专业及保密院校保密专业,符合人民警察录用条件；符合体检特殊标准（单侧矫正视力低于5.0，不合格）。面向北京电子科技学院毕业生或保密院校保密专业毕业生招考。,中共党员,09 办公室科员（信息通信职位）,不限,1,厦门,男,厦门市,否,公安系统,14407 厦门市公安局
30周岁以下,全国,郭女士0592-5095752,学士或以上学位,本科及以上,不限,A类加考公安,不限,否,行政执法类，从事基层一线执法、夜班值勤,市级,交通运输综合管理类、城市轨道运输类,符合人民警察录用条件；符合体检特殊标准（单侧裸眼视力低于4.8，不合格）。,不限,10 地铁分局集美软件园站派出所执法岗位科员,不限,1,厦门,男,厦门市,否,公安系统,14407 厦门市公安局
35周岁以下,本省,陈树福0596-5213318,学士或以上学位,本科及以上,不限,B类,不限,是,从事财务管理工作,县级,会计与审计类,最低服务年限5年,不限,02 财会科科员,不限,1,漳州,不限,平和县,否,参照管理事业单位,35358 平和县供销合作社联合社
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,不限,否,基层一线执法、夜班执勤,市级,法学类,张伟明0596-7085216,不限,02 浦南国土资源所科员,不限,1,漳州,不限,漳州市,否,参照管理事业单位,35614 漳州市国土资源局芗城分局基层国土所
